date,ticker,open,high,low,close,volume_shares,turnover_value,free_float_shares,sector,industry,board,ret_1,ret_5,ret_20,ma_10,ma_20,ma_50,dist_ma_20_pct,dist_ma_50_pct,range_pct,true_range_pct,atr_14_pct,vol_20_mean,vol_20_std,volume_z20,high_20,low_20,close_loc_20,compression_score,trend_eff_20,breakout_tension,up_vol_10,down_vol_10,pullback_quality,phase,phase_confidence,institutional_support,acc_inventory_strength,institutional_participation_score,retail_participation_score,institutional_resistance,distribution_overhang,broker_alignment_score,foreign_net_20d,foreign_alignment_score,regime,macro_alignment_score,macro_headwind_score,broker_profile_confidence_mean,future_max_return,future_min_return,label_ready_long,support_distance_pct,resistance_headroom_pct,resistance_headroom_score,dry_score,wet_score,false_breakout_risk,phase_deterioration_score,tape_conviction_score,tape_weakness_score,transfer_suspicion,spoof_risk_score,book_support_score,book_pressure_down_score,offer_consumption_score,bid_consumption_score,microstructure_strength_score,microstructure_weakness_score,gulungan_up_score,gulungan_down_score,effort_result_up,effort_result_down,post_up_followthrough_score,post_down_followthrough_score,absorption_after_up_score,absorption_after_down_score,bullish_burst_score_intraday,bearish_burst_score_intraday,bull_trap_score_intraday,bear_trap_score_intraday,dominant_burst_direction,dominant_event_label,acc_inventory_strength_scaled,distribution_overhang_scaled,foreign_net_20d_scaled,volume_z20_scaled,accumulation_quality_score,breakout_integrity_score,distribution_risk_score,climax_up_risk,climax_vs_continuation_score,capitulation_down_risk,bullish_burst_score,bull_trap_score,bearish_burst_score,bear_trap_score,burst_signal,trap_signal,down_burst_signal,bear_trap_signal,dominant_burst_label_context,model_prob_raw,calibrated_prob,rule_long_score,rule_rebound_score,confidence,blended_long_prob,verdict,why_now,invalidation,burst_note
2025-08-27,EEE,201.14,204.1,198.27,201.44,921557,185500093,580000000.0,Healthcare,Healthcare Services,REG,0.0005463666616996044,-0.0023277697984250834,,201.69400000000002,201.99631578947367,201.99631578947367,-0.2754088792656373,-0.2754088792656373,2.8941620333598017,2.8941620333598017,2.5259635883563782,1144986.9473684211,317400.34175495734,-0.7039373244938567,208.18,196.44,0.4258943781579303,12.678122698950531,0.07849223946436854,42.58943781579303,20608977.0,0.0,1.0,ACCUMULATION,39.40423376192688,201.96153979770742,10889.174830864396,54.33580840715122,48.00599175174957,201.87670982997255,9.871677343808187,56.32981665540165,3601.0,70,CHOP,50,50,72.61220367803135,0.038224781572676614,-0.015984908657664776,0.0,-0.25823718626318826,0.2167939981992495,19.203283646597757,51.21312714485259,48.78687285514741,30.86611321246174,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,88.71076354587103,0.12995979530902546,98.83970777824464,23.91664086377344,67.76182876615901,47.892668514160476,28.454053044351333,43.8360252871483,53.921384043941586,43.258841537142374,28.24815948886311,37.18499246644714,21.769521150720895,33.38654051095686,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.0989811097558949,0.03125,33.74416186554762,32.20411588494505,49.727961954260664,0.2608937139916071,WATCH,broker accumulation kuat,close di bawah 201.96 atau gagal tembus 201.88,tidak ada burst dominan
2025-08-28,EEE,201.35,205.61,199.21,203.14,1357913,274634068,580000000.0,Healthcare,Healthcare Services,REG,0.008439237490071472,-0.005239704226041919,,201.95499999999998,202.0535,202.0535,0.5377288688391824,0.5377288688391824,3.1505365757605626,3.1505365757605626,2.6383038962716574,1155633.25,312582.1335202831,0.6471251178752149,208.18,196.44,0.5706984667316256,8.794548672405185,0.14309278349925336,57.06984667316256,12578653.0,1954992.0,0.8445785888202815,ACCUMULATION,43.75646154577208,202.01570701037343,11239.83720840143,54.514156879835795,47.65678588457843,201.9356441587455,2.7236021836509963,56.85737099525736,3745.0,70,CHOP,50,50,74.1638696557201,0.029536280397755243,-0.024219749926159273,0.0,0.5565374129888001,-0.5928698637661101,13.580394239423383,51.1927287854403,48.8072712145597,35.88200051408364,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,90.54191616607127,0.03514775323753433,97.67678826165704,76.17621980949507,69.06112613912016,55.62303562419075,29.001176644855335,47.71740751405643,53.40129580438458,43.37132601115503,28.29533261818974,37.60252670510438,21.812985063370032,33.39676904038752,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.11098241740383308,0.03125,35.30983407647819,32.19842045034703,50.80924139528242,0.27263625557358645,WATCH,broker accumulation kuat,close di bawah 202.02 atau gagal tembus 201.94,tidak ada burst dominan
2025-08-29,EEE,203.26,205.07,202.5,202.63,1084053,220006055,580000000.0,Healthcare,Healthcare Services,REG,-0.002510583833809199,-0.006520886448323271,0.014824460359593283,202.267,202.20149999999998,202.08095238095237,0.21191732009901987,0.2716968682988874,1.2683215713369163,1.2683215713369163,2.4786529556570716,1152172.55,312992.5859124386,-0.2176395003140958,208.18,196.44,0.5272572401595175,14.313638461191616,0.10655737704481272,52.72572401595175,6612086.0,6201638.0,0.062075417651857645,PULLBACK_HEALTHY,34.601419700460326,202.04347088566695,11557.509571604138,52.256963319149655,50.33573119815837,,0.0,51.921232120991284,3754.0,70,CHOP,50,50,74.03648765896557,0.032127523071608266,-0.02176380595173466,0.0,0.290298474759898,,50.0,50.39019937155517,49.60980062844483,53.25777674484283,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,89.77966306606565,0.0,96.5595875470854,54.077279744285974,66.45216583681056,43.88140503215216,31.651390777959698,44.89976339540009,52.314636929690074,44.02174824985867,27.6348292895251,37.53352594128248,22.012964252810104,33.42168479356363,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.14917038059954066,0.03125,31.99412757856279,32.095147041431815,48.64944728473995,0.24776845683922094,WATCH,broker accumulation kuat,close di bawah 202.04,tidak ada burst dominan
2025-09-01,EEE,202.54,205.13,198.22,201.13,1090668,220136292,580000000.0,Healthcare,Healthcare Services,REG,-0.007402655085624099,-0.007304674004244727,0.005499175123731437,202.30599999999998,202.25650000000002,202.03772727272727,-0.5569660307579882,-0.44928602443737864,3.43558892258738,3.43558892258738,2.538386404977062,1135471.45,306530.78596816416,-0.1461629697600848,208.18,196.44,0.3994889267121384,12.248669292066452,0.1637728765760782,39.94889267121384,4912996.0,7615702.0,-0.5501136170271661,ACCUMULATION,25.02503203746843,202.00003220796873,11904.146928030075,52.31193695558235,50.10694109182041,,0.0,52.20499586376194,3976.0,70,CHOP,50,50,74.4025621602054,0.045642122010639996,-0.012081738179287038,0.0,-0.43070894517135416,,50.0,46.79454386346379,53.20545613653621,58.35352624027073,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,87.85584126843212,0.0,99.22740672968392,36.84283661521566,63.77945791478133,34.49119803898685,33.0312238297695,44.74269882998383,49.87432792051608,44.837063186434335,26.747994190873364,37.94637668814048,22.069416064333517,33.323433511816624,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.0689523922186419,0.0,28.93149973245754,31.699603360005007,47.41873385792963,0.21698624799343152,NEUTRAL,"sinyal campuran, edge belum kuat",close di bawah 202.00,tidak ada burst dominan
2025-09-02,EEE,201.96,203.43,200.51,201.67,1152862,232668309,580000000.0,Healthcare,Healthcare Services,REG,0.0026848307065081567,0.0016887696816170195,-0.014416968038315048,202.403,202.10899999999998,202.02173913043478,-0.21720952555304152,-0.17410954481869023,1.4479099519016294,1.4479099519016294,2.4661296074158843,1087254.35,201998.85213724783,0.32479219216266914,208.18,196.44,0.4454855195531942,14.746567218975827,0.0843023255773112,44.54855195531942,6038471.0,6013958.0,0.004059471346306243,ACCUMULATION,30.689459481052808,201.98474589521066,12284.564774156099,52.598964416382316,49.89606907497464,201.89168709612508,8.841969324703086,52.702895341407675,3909.0,70,CHOP,50,50,74.11590358168895,0.053106560222145216,-0.014727029305300787,0.0,-0.1558265669101444,0.10992566872867204,43.35021198298114,49.33212452895459,50.66787547104541,50.573400292918635,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,87.23792640490718,0.10289097715082114,96.67038879300613,65.71788360225035,65.03888948246444,43.3180889294516,31.518029387354762,44.45294201146857,51.92710097266803,44.153787198127766,27.381653511039826,37.58798321761914,21.986424218922693,33.38198494626051,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.05498497367218843,0.0,31.436169457188168,31.982204605009997,48.876841632354456,0.23577127092891126,WATCH,broker accumulation kuat,close di bawah 201.98 atau gagal tembus 201.89,tidak ada burst dominan
2025-09-03,EEE,202.31,206.4,200.37,203.46,1313780,266550426,580000000.0,Healthcare,Healthcare Services,REG,0.008875886348986173,0.01002779984114377,0.00024580895727854823,202.558,202.1115,202.08166666666668,0.6672059729406765,0.6820674809689065,2.9637275140076675,2.9637275140076675,2.6361491550375282,1080869.35,191982.7135201375,1.2131855297251446,208.18,196.44,0.597955706933735,8.8690374934355,0.002688172042890411,59.7955706933735,3500019.0,2245394.0,0.35846233977586994,ACCUMULATION,36.35408494019878,202.0807636635068,12941.296302543757,53.671555396960414,48.6925751866901,202.00817461157575,24.709339784832537,54.978980210270315,4112.0,70,CHOP,50,50,74.1106722850991,0.04384154133490603,-0.023395261967954495,0.0,0.6825173814118513,-0.7135679683595075,32.523559109544095,48.91502392889213,51.08497607110787,48.181565329351415,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,91.22283402955603,0.27247050248549226,99.99999999999001,99.99999995307132,67.33314120930278,52.86168770358747,31.171208848791665,48.01927352095703,51.94944708680433,44.146988180424515,27.60516798328054,37.96898540164607,21.952422066836718,33.36045001448706,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.17695126190002083,0.03125,33.696047439903516,31.939565086920084,49.000113011472145,0.2605328557992764,WATCH,broker accumulation kuat,close di bawah 202.08 atau gagal tembus 202.01,tidak ada burst dominan
2025-09-04,EEE,204.25,208.83,202.67,207.58,2094440,431266618,580000000.0,Healthcare,Healthcare Services,REG,0.020249680526884806,0.021856847494339027,0.01994889937106925,202.895,202.3145,202.3016,2.602631052148996,2.6091736298674784,2.967530590615678,2.967530590615678,2.749302104096199,1132636.0,296785.0564705212,3.2407426823915237,208.83,196.44,0.899112187175213,4.957370682599773,0.24642419287918116,89.91121871752131,10374911.0,3322902.0,0.6797175416733696,ACCUMULATION,55.418180926365636,202.36594157612927,13483.448513949257,53.313130456209606,49.26178718154436,202.0929212457414,26.338699688059933,54.05134327466524,4009.0,70,CHOP,50,50,73.56177923277141,0.02312361499181037,-0.042778687734849274,0.0,2.5765493853664223,-2.6433561779837245,6.596486922822674,53.26410168661342,46.73589831338658,45.708118479506744,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,92.78427032258402,0.2755209434462424,99.99999999998984,99.9999999794974,71.45470577173425,65.1451139059398,29.99235815433296,54.949078834674715,52.2968441362173,43.25885637787458,28.587487137212335,38.16811562252278,21.923350177645837,33.48909072211813,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.10121825644161939,0.03125,37.60671683482973,32.41485304420755,53.170034608079085,0.289862876261223,WATCH,broker accumulation kuat; struktur breakout matang,close di bawah 202.37 atau gagal tembus 202.09,tidak ada burst dominan
2025-09-05,EEE,206.92,209.14,206.56,207.39,1229738,254746748,580000000.0,Healthcare,Healthcare Services,REG,-0.0009153097600925753,0.023491092138380187,0.028975440337385194,203.238,202.60649999999998,202.49730769230771,2.360980521355427,2.416176473381393,1.2440329813394977,1.2440329813394977,2.653487753149733,1131680.35,296421.6974781339,0.330804562669482,209.14,196.44,0.8622047243415586,8.269646851422578,0.16019634091208235,86.22047243415587,6562059.0,7048199.0,-0.07408345459862509,ACCUMULATION,45.09516869905488,202.62585069144538,13991.685928801333,54.502313675159286,47.78309269184086,202.40533143267976,23.943619192739106,56.71922098331843,4039.0,70,CHOP,50,50,73.89984037826727,0.03269202950961958,-0.041901731038140655,0.0,2.351205086763275,-2.403524069299501,28.701277234641054,51.336809553749596,48.663190446250404,60.324430241554595,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,93.70733514370427,0.24604986847076207,99.9999999999901,49.5628776358155,70.14437692224477,51.854924602442615,31.951584824820905,54.04949887037468,49.987372440146544,43.939795531901744,27.952328787124664,38.368848172903554,22.05117892929192,33.460820030877656,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.17195568520111687,0.03125,34.29370665927294,32.19503372462692,50.66240265200173,0.2650152999445471,WATCH,broker accumulation kuat,close di bawah 202.63 atau gagal tembus 202.41,tidak ada burst dominan
2025-09-08,EEE,207.39,208.58,201.34,203.54,1255189,257900421,580000000.0,Healthcare,Healthcare Services,REG,-0.01856405805487249,0.011982300004971913,-0.001275760549558469,203.331,202.5935,202.53592592592594,0.4671916917373897,0.4957510967418477,3.5570403851822787,3.5570403851822787,2.6288945455570505,1150997.9,290929.1433802901,0.35813222006365175,209.14,196.44,0.5590551180662162,7.78372025540321,0.016021883547634768,55.90551180662162,4790205.0,8395431.0,-0.7526245745223843,ACCUMULATION,23.99797452686523,202.67144906840358,14529.809467140649,55.38082232556054,46.890285753765404,202.44706175466493,28.58446490484812,58.49053657179513,4193.0,70,CHOP,50,50,73.62708648680156,0.06971602633389007,-0.023779109757295913,0.0,0.4285512022481619,-0.5369648449125797,57.24484269881985,44.82286474595443,55.17713525404557,68.1241099482383,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,92.6442677546561,0.2880848614178726,99.99999999999025,35.80416779536375,65.57786391521938,34.89076520282468,34.18647529899023,48.14043896901317,48.13104712147877,45.36386534790488,26.527977692292293,38.54108118725539,22.13226099510853,33.27752977208821,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.1618198029885408,0.03125,28.950965031835064,31.480155661513862,45.765530428903986,0.22494473773876297,WATCH,broker accumulation kuat,close di bawah 202.67 atau gagal tembus 202.45,tidak ada burst dominan
2025-09-09,EEE,203.67,204.83,199.36,202.78,1004590,204157090,580000000.0,Healthcare,Healthcare Services,REG,-0.0037339097966001544,0.005504041255516512,-0.0017230345099197297,203.476,202.576,202.54464285714286,0.10070294605482033,0.11620013224598047,2.697504684880165,2.697504684880165,2.5594340259918114,1146134.15,292602.0895103423,-0.4837427861054165,209.14,196.44,0.4992125983858895,8.653018895207893,0.06209150326543774,49.92125983858895,4816398.0,7965537.0,-0.6538369545041749,ACCUMULATION,24.216962759141907,202.6759693313249,14928.862325133541,55.47894104389108,46.39682807176286,202.45904543027677,26.155697931275427,59.08211297212822,4078.0,70,CHOP,50,50,74.17025270649219,0.09567018443633502,-0.02012032744846637,1.0,0.05132856599543434,-0.15827723134590466,65.10587674527382,45.20390785101533,54.79609214898467,66.3231856720347,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,93.1997214601669,0.2563931144285712,99.99999999999007,3.5471966699384843,65.93483822758985,30.422820409585338,33.83350427624768,45.646704599848945,48.90964706606986,45.23611467759724,26.676006533539244,38.235954888695744,22.109738959865044,33.28380686031049,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.21213012387312485,0.03125,28.380710447994897,31.52339586200872,45.97231977971866,0.2206678283599617,WATCH,broker accumulation kuat,close di bawah 202.68 atau gagal tembus 202.46,tidak ada burst dominan
2025-09-10,EEE,202.8,205.44,201.36,202.67,1137389,230587950,580000000.0,Healthcare,Healthcare Services,REG,-0.0005424598086597454,-0.0038828270913202623,0.007005863062705009,203.599,202.6465,202.54896551724138,0.01159654866971227,0.059755665722360796,2.0131247841318323,2.0131247841318323,2.4898628605135436,1145570.0,292607.81590021594,-0.027958925071194365,209.14,196.44,0.49055118106373574,9.436549155574795,0.08968985749833572,49.05511810637358,4625979.0,9125905.0,-0.972751065233975,ACCUMULATION,21.571336953464353,202.67610860784876,15318.929390256537,54.80643609376362,47.033357259352854,202.471414746975,24.763362462306304,57.77307883441077,4070.0,70,CHOP,50,50,74.00417542367873,0.09626486406473589,-0.01958849361030246,1.0,-0.003013975298193916,-0.0979845329969864,56.26497306066175,44.691988397116596,55.308011602883404,68.76740687409492,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,93.5438956670727,0.234871123925389,99.99999999998998,99.99999990509687,65.30846811192882,38.65769723051057,34.34028187307945,47.41329148316358,48.743462334646395,45.4142581150484,26.503190580328912,38.489144402258674,22.142602375803104,33.27602523136067,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.1618198029885408,0.03125,29.529467146580224,31.465095548122186,45.35041066076117,0.22928350359935168,WATCH,broker accumulation kuat,close di bawah 202.68 atau gagal tembus 202.47,tidak ada burst dominan
2025-09-11,EEE,201.99,205.48,200.27,202.96,1351471,273644032,580000000.0,Healthcare,Healthcare Services,REG,0.0014308975181329675,-0.022256479429617504,0.012117887597865584,203.581,202.768,202.56266666666667,0.0946894973565815,0.19615328918787256,2.567008277493092,2.567008277493092,2.5187785471599073,1143214.65,290647.0607795963,0.7165265991040746,209.14,196.44,0.5133858267312307,8.38480272899021,0.1491569390337591,51.33858267312307,5312390.0,7348970.0,-0.38336417318758587,ACCUMULATION,29.540746225359236,202.68841139775006,15860.145449402688,55.192845528735965,46.682831285322045,202.49503370446854,16.391912025371767,58.51001424341392,4125.0,70,CHOP,50,50,74.05954424961617,0.09671856523452904,-0.020989357508868878,1.0,0.13399315746620566,-0.2290925776170072,52.853136753573814,46.74446380498726,53.25553619501274,59.923034206080814,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,93.96522990609552,0.14983147933451424,99.99999999999002,83.52130659211306,67.19740638567471,42.153110408454765,32.7531505944396,46.21300937673498,50.77237709865749,44.78896054813983,27.157490814555118,38.08451208689675,22.04641900462998,33.31611924506335,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.21250174913580894,0.03125,31.196063341734746,31.69599691842197,47.35379473137187,0.2417829750630106,WATCH,broker accumulation kuat,close di bawah 202.69 atau gagal tembus 202.50,tidak ada burst dominan
2025-09-12,EEE,202.16,205.02,198.7,202.75,1078773,218405637,580000000.0,Healthcare,Healthcare Services,REG,-0.001034686637761184,-0.022373306331067044,0.016239787479324308,203.593,202.93,202.56870967741935,-0.08870053713103676,0.08949571869680817,3.1171393341553744,3.1171393341553744,2.5186246979257065,1153272.4,284385.44487874926,-0.26196629026412815,209.14,196.44,0.49685039366166595,8.390398666734413,0.09090909090497853,49.68503936616659,6171762.0,6840993.0,-0.10843434986637512,ACCUMULATION,30.256227285465904,202.69068317063926,16174.243267661648,55.78897502205483,46.0568895602113,202.50076734374406,23.14603334499111,59.732085461843525,3944.0,70,CHOP,50,50,73.90924648059068,0.09785450061652279,-0.016868064118372272,1.0,0.029264704441689382,-0.12292609433092183,61.445468015351615,46.94409465670569,53.05590534329431,57.48304129746514,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,93.34188053053116,0.19832303511749244,99.99999999998985,16.28860553384006,67.36396132281351,35.97611861348264,32.32739544059423,44.18505205401973,51.10451144403733,44.67386488961299,27.253291626094356,37.84046551176112,22.015353055098128,33.31459122179658,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.17619732451615996,0.03125,30.253490617611586,31.720192049508896,47.533020953757855,0.2347136796320869,WATCH,broker accumulation kuat,close di bawah 202.69 atau gagal tembus 202.50,tidak ada burst dominan
2025-09-15,EEE,202.06,210.31,199.33,206.72,1628817,332915382,580000000.0,Healthcare,Healthcare Services,REG,0.019580764488286162,0.015623464675248222,0.029789777822058383,204.152,203.22899999999998,202.6984375,1.717766657317621,1.9840125802647046,5.311532507739933,5.311532507739933,2.759654293892272,1189865.0,296496.68141552777,1.4804617640385174,210.31,196.44,0.7411679884108745,3.623642896855017e-08,0.2311827956900467,74.11679884108744,6981615.0,7307790.0,-0.04671913303726982,ACCUMULATION,41.25325816350636,202.90367425346182,16851.6366070993,56.99148340322785,44.375487992658975,202.66674055295707,13.336500186550666,62.61599541056888,3889.0,70,CHOP,50,50,74.84109839037554,0.07677051083591335,-0.009239551083591313,0.0,1.8808559088836052,-1.9607485715184447,42.86365038450853,47.37185990439067,52.62814009560933,59.34694720154691,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,94.78538035533639,0.011764449554247925,99.82238010656208,99.99999996292392,70.08474540918112,51.607070912529274,32.192662453293934,50.80417485849953,50.888451328436545,44.582753505000184,27.570816852449617,38.45286461807558,22.010990894829376,33.326868345719554,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.16807342414890988,0.03125,33.74397978751788,31.76706049301614,50.03826276222885,0.2608923484063841,WATCH,broker accumulation kuat,close di bawah 202.90 atau gagal tembus 202.67,tidak ada burst dominan
2025-09-16,EEE,205.9,212.38,205.37,208.62,1147333,237800073,580000000.0,Healthcare,Healthcare Services,REG,0.009191176470588314,0.028799684387020408,0.039461883408071774,204.84699999999998,203.625,202.87787878787879,2.453038674033148,2.8303338177766424,3.3601763972773417,3.3601763972773417,2.792941034172096,1188944.05,296604.1071329849,-0.14029155024931347,212.38,197.08,0.754248365963775,3.580456109375518e-08,0.25102880657497073,75.4248365963775,3751145.0,9410140.0,-1.0,EARLY_MARKUP,32.674412980267306,203.10722167568952,17208.862057992807,56.699958384344974,44.969651244646734,202.81832984644876,1.6368602021441347,61.73030713969824,3916.0,70,CHOP,50,50,73.84779581267765,0.06696385773176106,-0.01826287029048035,0.0,2.714220734658568,-2.7809750520329968,35.566519731851685,44.80232390661178,55.19767609338822,71.977114159049,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,94.61160990478047,0.0,98.69595058338085,66.19878068017046,68.06042429572314,42.46912297675209,34.342317868455424,54.93331344590495,46.578839442895074,45.398114987699316,26.680985005532705,39.23021484735209,22.14442028807561,33.27992769410052,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.17247380743754911,0.03125,30.815718809850242,31.476949101797977,47.51456708632753,0.2389303910738768,WATCH,broker accumulation kuat,close di bawah 203.11 atau gagal tembus 202.82,tidak ada burst dominan
2025-09-17,EEE,208.97,210.34,208.19,208.79,1129246,235873446,580000000.0,Healthcare,Healthcare Services,REG,0.0008148787268718038,0.030196871761977606,0.034074587687583646,205.38000000000002,203.969,203.05176470588236,2.363594467786778,2.8259962686999485,1.0297428037741299,1.0297428037741299,2.6414557647444936,1181864.15,296236.00892376585,-0.17762239705822064,212.38,198.22,0.7464689265009553,5.423862105211555,0.1861788617810488,74.64689265009554,4506899.0,7554951.0,-0.6763080335281528,EARLY_MARKUP,35.10257605782044,203.29674040191375,17566.72912712291,55.93321947557311,45.76871349138797,,0.0,60.16450598418514,3472.0,70,CHOP,50,50,73.19352054956752,0.06609511949806035,-0.01906221562335353,0.0,2.7020893631772847,,50.0,47.42912455417018,52.57087544582982,70.05974763507126,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,93.23045769439413,0.0,93.09553409198689,37.125098453045545,68.28450370090188,40.955689995822816,33.6596018355563,51.702091499052244,48.47247152979547,44.86755168398573,27.129026218441354,38.61027678626603,22.129205015157055,33.35821139610708,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.19414138461977354,0.03125,31.095671167160777,31.76383089405344,48.19748578224406,0.24103003375370582,WATCH,broker accumulation kuat,close di bawah 203.30,tidak ada burst dominan
